variant,size_label,size_bytes,iteration,phase,duration_ns
C_raw,10KB,10240,3,t5_t6_return,0
C_raw,10KB,10240,3,t0_t6_total,1118600
C_raw,10KB,10240,4,t0_t1_validation,670500
C_raw,10KB,10240,4,t1_t2_encode,94800
C_raw,10KB,10240,4,t2_t3_write,981400
C_raw,10KB,10240,4,t3_t4_rename,0
C_raw,10KB,10240,4,t4_t5_audit,0
C_raw,10KB,10240,4,t5_t6_return,0
C_raw,10KB,10240,4,t0_t6_total,1746700
C_raw,10KB,10240,5,t0_t1_validation,511700
C_raw,10KB,10240,5,t1_t2_encode,24000
C_raw,10KB,10240,5,t2_t3_write,945700
C_raw,10KB,10240,5,t3_t4_rename,0
C_raw,10KB,10240,5,t4_t5_audit,0
C_raw,10KB,10240,5,t5_t6_return,0
C_raw,10KB,10240,5,t0_t6_total,1481400
C_raw,10KB,10240,6,t0_t1_validation,464900
C_raw,10KB,10240,6,t1_t2_encode,24900
C_raw,10KB,10240,6,t2_t3_write,705700
C_raw,10KB,10240,6,t3_t4_rename,0
C_raw,10KB,10240,6,t4_t5_audit,0
C_raw,10KB,10240,6,t5_t6_return,0
C_raw,10KB,10240,6,t0_t6_total,1195500
C_raw,10KB,10240,7,t0_t1_validation,957800
C_raw,10KB,10240,7,t1_t2_encode,18500
C_raw,10KB,10240,7,t2_t3_write,563800
C_raw,10KB,10240,7,t3_t4_rename,0
C_raw,10KB,10240,7,t4_t5_audit,0
C_raw,10KB,10240,7,t5_t6_return,0
C_raw,10KB,10240,7,t0_t6_total,1540100
C_raw,10KB,10240,8,t0_t1_validation,382800
C_raw,10KB,10240,8,t1_t2_encode,22000
C_raw,10KB,10240,8,t2_t3_write,588500
C_raw,10KB,10240,8,t3_t4_rename,0
C_raw,10KB,10240,8,t4_t5_audit,0
C_raw,10KB,10240,8,t5_t6_return,0
C_raw,10KB,10240,8,t0_t6_total,993300
C_raw,10KB,10240,9,t0_t1_validation,397900
C_raw,10KB,10240,9,t1_t2_encode,25300
C_raw,10KB,10240,9,t2_t3_write,847500
C_raw,10KB,10240,9,t3_t4_rename,0
C_raw,10KB,10240,9,t4_t5_audit,0
C_raw,10KB,10240,9,t5_t6_return,0
C_raw,10KB,10240,9,t0_t6_total,1270700
C_raw,10KB,10240,10,t0_t1_validation,418400
C_raw,10KB,10240,10,t1_t2_encode,24700
C_raw,10KB,10240,10,t2_t3_write,626000
C_raw,10KB,10240,10,t3_t4_rename,0
C_raw,10KB,10240,10,t4_t5_audit,0
C_raw,10KB,10240,10,t5_t6_return,0
C_raw,10KB,10240,10,t0_t6_total,1069100
C_raw,10KB,10240,11,t0_t1_validation,450600
C_raw,10KB,10240,11,t1_t2_encode,16200
C_raw,10KB,10240,11,t2_t3_write,684200
C_raw,10KB,10240,11,t3_t4_rename,0
C_raw,10KB,10240,11,t4_t5_audit,0
C_raw,10KB,10240,11,t5_t6_return,0
C_raw,10KB,10240,11,t0_t6_total,1151000
C_raw,10KB,10240,12,t0_t1_validation,427500
C_raw,10KB,10240,12,t1_t2_encode,21900
C_raw,10KB,10240,12,t2_t3_write,878100
C_raw,10KB,10240,12,t3_t4_rename,0
C_raw,10KB,10240,12,t4_t5_audit,0
C_raw,10KB,10240,12,t5_t6_return,0
C_raw,10KB,10240,12,t0_t6_total,1327500
C_raw,10KB,10240,13,t0_t1_validation,487300
C_raw,10KB,10240,13,t1_t2_encode,24000
C_raw,10KB,10240,13,t2_t3_write,1136100
C_raw,10KB,10240,13,t3_t4_rename,0
C_raw,10KB,10240,13,t4_t5_audit,0
C_raw,10KB,10240,13,t5_t6_return,0
C_raw,10KB,10240,13,t0_t6_total,1647400
C_raw,10KB,10240,14,t0_t1_validation,570600
C_raw,10KB,10240,14,t1_t2_encode,19600
C_raw,10KB,10240,14,t2_t3_write,691900
C_raw,10KB,10240,14,t3_t4_rename,0
C_raw,10KB,10240,14,t4_t5_audit,0
C_raw,10KB,10240,14,t5_t6_return,0
C_raw,10KB,10240,14,t0_t6_total,1282100
C_raw,10KB,10240,15,t0_t1_validation,357300
C_raw,10KB,10240,15,t1_t2_encode,28500
C_raw,10KB,10240,15,t2_t3_write,724600
C_raw,10KB,10240,15,t3_t4_rename,0
C_raw,10KB,10240,15,t4_t5_audit,0
C_raw,10KB,10240,15,t5_t6_return,0
C_raw,10KB,10240,15,t0_t6_total,1110400
C_raw,10KB,10240,16,t0_t1_validation,520400
C_raw,10KB,10240,16,t1_t2_encode,26200
C_raw,10KB,10240,16,t2_t3_write,545400
C_raw,10KB,10240,16,t3_t4_rename,0
C_raw,10KB,10240,16,t4_t5_audit,0
C_raw,10KB,10240,16,t5_t6_return,0
C_raw,10KB,10240,16,t0_t6_total,1092000
C_raw,10KB,10240,17,t0_t1_validation,340100
C_raw,10KB,10240,17,t1_t2_encode,21500
C_raw,10KB,10240,17,t2_t3_write,561900
C_raw,10KB,10240,17,t3_t4_rename,0
C_raw,10KB,10240,17,t4_t5_audit,0
C_raw,10KB,10240,17,t5_t6_return,0
C_raw,10KB,10240,17,t0_t6_total,923500
C_raw,10KB,10240,18,t0_t1_validation,337600
C_raw,10KB,10240,18,t1_t2_encode,17600
C_raw,10KB,10240,18,t2_t3_write,494600
C_raw,10KB,10240,18,t3_t4_rename,0
C_raw,10KB,10240,18,t4_t5_audit,0
C_raw,10KB,10240,18,t5_t6_return,0
C_raw,10KB,10240,18,t0_t6_total,849800
C_raw,10KB,10240,19,t0_t1_validation,437300
C_raw,10KB,10240,19,t1_t2_encode,15600
C_raw,10KB,10240,19,t2_t3_write,539500
C_raw,10KB,10240,19,t3_t4_rename,0
C_raw,10KB,10240,19,t4_t5_audit,0
C_raw,10KB,10240,19,t5_t6_return,0
C_raw,10KB,10240,19,t0_t6_total,992400
C_raw,10KB,10240,20,t0_t1_validation,334200
C_raw,10KB,10240,20,t1_t2_encode,18000
C_raw,10KB,10240,20,t2_t3_write,504500
C_raw,10KB,10240,20,t3_t4_rename,0
C_raw,10KB,10240,20,t4_t5_audit,0
C_raw,10KB,10240,20,t5_t6_return,0
C_raw,10KB,10240,20,t0_t6_total,856700
C_raw,10KB,10240,21,t0_t1_validation,352800
C_raw,10KB,10240,21,t1_t2_encode,18500
C_raw,10KB,10240,21,t2_t3_write,621200
C_raw,10KB,10240,21,t3_t4_rename,0
C_raw,10KB,10240,21,t4_t5_audit,0
C_raw,10KB,10240,21,t5_t6_return,0
C_raw,10KB,10240,21,t0_t6_total,992500
C_raw,10KB,10240,22,t0_t1_validation,360900
C_raw,10KB,10240,22,t1_t2_encode,21200
C_raw,10KB,10240,22,t2_t3_write,735600
C_raw,10KB,10240,22,t3_t4_rename,0
C_raw,10KB,10240,22,t4_t5_audit,0
C_raw,10KB,10240,22,t5_t6_return,0
C_raw,10KB,10240,22,t0_t6_total,1117700
C_raw,10KB,10240,23,t0_t1_validation,426700
C_raw,10KB,10240,23,t1_t2_encode,22600
C_raw,10KB,10240,23,t2_t3_write,616300
C_raw,10KB,10240,23,t3_t4_rename,0
C_raw,10KB,10240,23,t4_t5_audit,0
C_raw,10KB,10240,23,t5_t6_return,0
C_raw,10KB,10240,23,t0_t6_total,1065600
C_raw,10KB,10240,24,t0_t1_validation,507100
C_raw,10KB,10240,24,t1_t2_encode,20700
C_raw,10KB,10240,24,t2_t3_write,748500
C_raw,10KB,10240,24,t3_t4_rename,0
C_raw,10KB,10240,24,t4_t5_audit,0
C_raw,10KB,10240,24,t5_t6_return,0
C_raw,10KB,10240,24,t0_t6_total,1276300
C_raw,10KB,10240,25,t0_t1_validation,364500
C_raw,10KB,10240,25,t1_t2_encode,12300
C_raw,10KB,10240,25,t2_t3_write,573200
C_raw,10KB,10240,25,t3_t4_rename,0
C_raw,10KB,10240,25,t4_t5_audit,0
C_raw,10KB,10240,25,t5_t6_return,0
C_raw,10KB,10240,25,t0_t6_total,950000
C_raw,10KB,10240,26,t0_t1_validation,383200
C_raw,10KB,10240,26,t1_t2_encode,17000
C_raw,10KB,10240,26,t2_t3_write,525700
C_raw,10KB,10240,26,t3_t4_rename,0
C_raw,10KB,10240,26,t4_t5_audit,0
C_raw,10KB,10240,26,t5_t6_return,0
C_raw,10KB,10240,26,t0_t6_total,925900
C_raw,10KB,10240,27,t0_t1_validation,798300
C_raw,10KB,10240,27,t1_t2_encode,22500
C_raw,10KB,10240,27,t2_t3_write,1143900
C_raw,10KB,10240,27,t3_t4_rename,0
C_raw,10KB,10240,27,t4_t5_audit,0
C_raw,10KB,10240,27,t5_t6_return,0
C_raw,10KB,10240,27,t0_t6_total,1964700
C_raw,10KB,10240,28,t0_t1_validation,428900
C_raw,10KB,10240,28,t1_t2_encode,22800
C_raw,10KB,10240,28,t2_t3_write,1259600
C_raw,10KB,10240,28,t3_t4_rename,0
C_raw,10KB,10240,28,t4_t5_audit,0
C_raw,10KB,10240,28,t5_t6_return,0
C_raw,10KB,10240,28,t0_t6_total,1711300
C_raw,10KB,10240,29,t0_t1_validation,406600
C_raw,10KB,10240,29,t1_t2_encode,19800
C_raw,10KB,10240,29,t2_t3_write,750200
C_raw,10KB,10240,29,t3_t4_rename,0
C_raw,10KB,10240,29,t4_t5_audit,0
C_raw,10KB,10240,29,t5_t6_return,0
C_raw,10KB,10240,29,t0_t6_total,1176600
A_full,100KB,102400,0,t0_t1_validation,474800
A_full,100KB,102400,0,t1_t2_encode,115000
A_full,100KB,102400,0,t2_t3_write,1929200
A_full,100KB,102400,0,t3_t4_rename,0
A_full,100KB,102400,0,t4_t5_audit,30300
A_full,100KB,102400,0,t5_t6_return,100
A_full,100KB,102400,0,t0_t6_total,2549400
A_full,100KB,102400,1,t0_t1_validation,435800
A_full,100KB,102400,1,t1_t2_encode,109400
A_full,100KB,102400,1,t2_t3_write,3194100
A_full,100KB,102400,1,t3_t4_rename,0
A_full,100KB,102400,1,t4_t5_audit,47200
A_full,100KB,102400,1,t5_t6_return,200
A_full,100KB,102400,1,t0_t6_total,3786700
A_full,100KB,102400,2,t0_t1_validation,539900
A_full,100KB,102400,2,t1_t2_encode,135800
A_full,100KB,102400,2,t2_t3_write,2049400
A_full,100KB,102400,2,t3_t4_rename,0
A_full,100KB,102400,2,t4_t5_audit,36900
A_full,100KB,102400,2,t5_t6_return,200
A_full,100KB,102400,2,t0_t6_total,2762200
A_full,100KB,102400,3,t0_t1_validation,496200
A_full,100KB,102400,3,t1_t2_encode,122400
A_full,100KB,102400,3,t2_t3_write,2239000
A_full,100KB,102400,3,t3_t4_rename,0
A_full,100KB,102400,3,t4_t5_audit,25000
A_full,100KB,102400,3,t5_t6_return,300
A_full,100KB,102400,3,t0_t6_total,2882900
A_full,100KB,102400,4,t0_t1_validation,405200
A_full,100KB,102400,4,t1_t2_encode,161300
A_full,100KB,102400,4,t2_t3_write,2216400
A_full,100KB,102400,4,t3_t4_rename,0
A_full,100KB,102400,4,t4_t5_audit,42000
A_full,100KB,102400,4,t5_t6_return,200
A_full,100KB,102400,4,t0_t6_total,2825100
A_full,100KB,102400,5,t0_t1_validation,408600
A_full,100KB,102400,5,t1_t2_encode,139900
A_full,100KB,102400,5,t2_t3_write,2067600
A_full,100KB,102400,5,t3_t4_rename,0
A_full,100KB,102400,5,t4_t5_audit,29000
A_full,100KB,102400,5,t5_t6_return,300
A_full,100KB,102400,5,t0_t6_total,2645400
A_full,100KB,102400,6,t0_t1_validation,381500
A_full,100KB,102400,6,t1_t2_encode,122100
A_full,100KB,102400,6,t2_t3_write,2182600
A_full,100KB,102400,6,t3_t4_rename,0
A_full,100KB,102400,6,t4_t5_audit,31800
A_full,100KB,102400,6,t5_t6_return,300
A_full,100KB,102400,6,t0_t6_total,2718300
A_full,100KB,102400,7,t0_t1_validation,409400
A_full,100KB,102400,7,t1_t2_encode,124300
A_full,100KB,102400,7,t2_t3_write,1909400
A_full,100KB,102400,7,t3_t4_rename,0
A_full,100KB,102400,7,t4_t5_audit,24000
A_full,100KB,102400,7,t5_t6_return,300
A_full,100KB,102400,7,t0_t6_total,2467400
A_full,100KB,102400,8,t0_t1_validation,741300
A_full,100KB,102400,8,t1_t2_encode,169400
A_full,100KB,102400,8,t2_t3_write,1952700
A_full,100KB,102400,8,t3_t4_rename,0
A_full,100KB,102400,8,t4_t5_audit,22700
A_full,100KB,102400,8,t5_t6_return,200
A_full,100KB,102400,8,t0_t6_total,2886300
A_full,100KB,102400,9,t0_t1_validation,462300
A_full,100KB,102400,9,t1_t2_encode,168500
A_full,100KB,102400,9,t2_t3_write,3213200
A_full,100KB,102400,9,t3_t4_rename,0
A_full,100KB,102400,9,t4_t5_audit,44600
A_full,100KB,102400,9,t5_t6_return,300
A_full,100KB,102400,9,t0_t6_total,3888900
A_full,100KB,102400,10,t0_t1_validation,563700
A_full,100KB,102400,10,t1_t2_encode,145000
A_full,100KB,102400,10,t2_t3_write,2446800
A_full,100KB,102400,10,t3_t4_rename,0
A_full,100KB,102400,10,t4_t5_audit,35200
A_full,100KB,102400,10,t5_t6_return,200
A_full,100KB,102400,10,t0_t6_total,3190900
A_full,100KB,102400,11,t0_t1_validation,479200
A_full,100KB,102400,11,t1_t2_encode,115700
A_full,100KB,102400,11,t2_t3_write,2045300
A_full,100KB,102400,11,t3_t4_rename,0
A_full,100KB,102400,11,t4_t5_audit,65800
A_full,100KB,102400,11,t5_t6_return,400
A_full,100KB,102400,11,t0_t6_total,2706400
A_full,100KB,102400,12,t0_t1_validation,549300
A_full,100KB,102400,12,t1_t2_encode,176000
A_full,100KB,102400,12,t2_t3_write,2236000
A_full,100KB,102400,12,t3_t4_rename,0
A_full,100KB,102400,12,t4_t5_audit,37900
A_full,100KB,102400,12,t5_t6_return,300
A_full,100KB,102400,12,t0_t6_total,2999500
A_full,100KB,102400,13,t0_t1_validation,418600
A_full,100KB,102400,13,t1_t2_encode,129600
A_full,100KB,102400,13,t2_t3_write,1886400
A_full,100KB,102400,13,t3_t4_rename,0
A_full,100KB,102400,13,t4_t5_audit,26700
A_full,100KB,102400,13,t5_t6_return,300
A_full,100KB,102400,13,t0_t6_total,2461600
A_full,100KB,102400,14,t0_t1_validation,379500
A_full,100KB,102400,14,t1_t2_encode,116000
A_full,100KB,102400,14,t2_t3_write,1862700
A_full,100KB,102400,14,t3_t4_rename,0
A_full,100KB,102400,14,t4_t5_audit,23700
A_full,100KB,102400,14,t5_t6_return,200
A_full,100KB,102400,14,t0_t6_total,2382100
A_full,100KB,102400,15,t0_t1_validation,342400
A_full,100KB,102400,15,t1_t2_encode,127600
A_full,100KB,102400,15,t2_t3_write,2081600
A_full,100KB,102400,15,t3_t4_rename,0
A_full,100KB,102400,15,t4_t5_audit,31600
A_full,100KB,102400,15,t5_t6_return,300
A_full,100KB,102400,15,t0_t6_total,2583500
A_full,100KB,102400,16,t0_t1_validation,475700
A_full,100KB,102400,16,t1_t2_encode,129500
A_full,100KB,102400,16,t2_t3_write,2055300
A_full,100KB,102400,16,t3_t4_rename,0
A_full,100KB,102400,16,t4_t5_audit,31500
A_full,100KB,102400,16,t5_t6_return,300
A_full,100KB,102400,16,t0_t6_total,2692300
A_full,100KB,102400,17,t0_t1_validation,413400
A_full,100KB,102400,17,t1_t2_encode,123400
A_full,100KB,102400,17,t2_t3_write,1903000
A_full,100KB,102400,17,t3_t4_rename,0
A_full,100KB,102400,17,t4_t5_audit,36300
A_full,100KB,102400,17,t5_t6_return,300
A_full,100KB,102400,17,t0_t6_total,2476400
A_full,100KB,102400,18,t0_t1_validation,350100
A_full,100KB,102400,18,t1_t2_encode,119800
A_full,100KB,102400,18,t2_t3_write,2091100
A_full,100KB,102400,18,t3_t4_rename,0
A_full,100KB,102400,18,t4_t5_audit,31600
A_full,100KB,102400,18,t5_t6_return,300
A_full,100KB,102400,18,t0_t6_total,2592900
A_full,100KB,102400,19,t0_t1_validation,449000
A_full,100KB,102400,19,t1_t2_encode,129200
A_full,100KB,102400,19,t2_t3_write,2018600
A_full,100KB,102400,19,t3_t4_rename,0
A_full,100KB,102400,19,t4_t5_audit,38400
A_full,100KB,102400,19,t5_t6_return,200
A_full,100KB,102400,19,t0_t6_total,2635400
A_full,100KB,102400,20,t0_t1_validation,438000
A_full,100KB,102400,20,t1_t2_encode,143600
A_full,100KB,102400,20,t2_t3_write,2587500
A_full,100KB,102400,20,t3_t4_rename,0
A_full,100KB,102400,20,t4_t5_audit,40100
A_full,100KB,102400,20,t5_t6_return,300
A_full,100KB,102400,20,t0_t6_total,3209500
A_full,100KB,102400,21,t0_t1_validation,555400
A_full,100KB,102400,21,t1_t2_encode,129600
A_full,100KB,102400,21,t2_t3_write,1971400
A_full,100KB,102400,21,t3_t4_rename,0
A_full,100KB,102400,21,t4_t5_audit,44800
A_full,100KB,102400,21,t5_t6_return,300
A_full,100KB,102400,21,t0_t6_total,2701500
A_full,100KB,102400,22,t0_t1_validation,541600
A_full,100KB,102400,22,t1_t2_encode,136500
A_full,100KB,102400,22,t2_t3_write,2287700
A_full,100KB,102400,22,t3_t4_rename,0
A_full,100KB,102400,22,t4_t5_audit,42400
A_full,100KB,102400,22,t5_t6_return,200
A_full,100KB,102400,22,t0_t6_total,3008400
A_full,100KB,102400,23,t0_t1_validation,462600
A_full,100KB,102400,23,t1_t2_encode,134700
A_full,100KB,102400,23,t2_t3_write,1913800
A_full,100KB,102400,23,t3_t4_rename,0
A_full,100KB,102400,23,t4_t5_audit,37900
A_full,100KB,102400,23,t5_t6_return,300
A_full,100KB,102400,23,t0_t6_total,2549300
A_full,100KB,102400,24,t0_t1_validation,466100
A_full,100KB,102400,24,t1_t2_encode,121200
A_full,100KB,102400,24,t2_t3_write,2529000
A_full,100KB,102400,24,t3_t4_rename,0
A_full,100KB,102400,24,t4_t5_audit,36400
A_full,100KB,102400,24,t5_t6_return,300
A_full,100KB,102400,24,t0_t6_total,3153000
A_full,100KB,102400,25,t0_t1_validation,484600
A_full,100KB,102400,25,t1_t2_encode,131000
A_full,100KB,102400,25,t2_t3_write,2159300
A_full,100KB,102400,25,t3_t4_rename,0
A_full,100KB,102400,25,t4_t5_audit,29600
A_full,100KB,102400,25,t5_t6_return,200
A_full,100KB,102400,25,t0_t6_total,2804700
A_full,100KB,102400,26,t0_t1_validation,412800
A_full,100KB,102400,26,t1_t2_encode,126800
A_full,100KB,102400,26,t2_t3_write,1920100
A_full,100KB,102400,26,t3_t4_rename,0
A_full,100KB,102400,26,t4_t5_audit,34000
A_full,100KB,102400,26,t5_t6_return,200
A_full,100KB,102400,26,t0_t6_total,2493900
A_full,100KB,102400,27,t0_t1_validation,391100
A_full,100KB,102400,27,t1_t2_encode,136800
A_full,100KB,102400,27,t2_t3_write,2550000
A_full,100KB,102400,27,t3_t4_rename,0
A_full,100KB,102400,27,t4_t5_audit,59500
A_full,100KB,102400,27,t5_t6_return,600
A_full,100KB,102400,27,t0_t6_total,3138000
A_full,100KB,102400,28,t0_t1_validation,529100
A_full,100KB,102400,28,t1_t2_encode,141800
A_full,100KB,102400,28,t2_t3_write,2051300
A_full,100KB,102400,28,t3_t4_rename,0
A_full,100KB,102400,28,t4_t5_audit,43600
A_full,100KB,102400,28,t5_t6_return,300
A_full,100KB,102400,28,t0_t6_total,2766100
A_full,100KB,102400,29,t0_t1_validation,455100
A_full,100KB,102400,29,t1_t2_encode,127900
A_full,100KB,102400,29,t2_t3_write,2084400
A_full,100KB,102400,29,t3_t4_rename,0
A_full,100KB,102400,29,t4_t5_audit,27100
A_full,100KB,102400,29,t5_t6_return,300
A_full,100KB,102400,29,t0_t6_total,2694800
B_no_audit,100KB,102400,0,t0_t1_validation,739300
B_no_audit,100KB,102400,0,t1_t2_encode,136800
B_no_audit,100KB,102400,0,t2_t3_write,2246300
B_no_audit,100KB,102400,0,t3_t4_rename,0
B_no_audit,100KB,102400,0,t4_t5_audit,600
B_no_audit,100KB,102400,0,t5_t6_return,200
B_no_audit,100KB,102400,0,t0_t6_total,3123200
B_no_audit,100KB,102400,1,t0_t1_validation,430500
B_no_audit,100KB,102400,1,t1_t2_encode,125100
B_no_audit,100KB,102400,1,t2_t3_write,2090500
B_no_audit,100KB,102400,1,t3_t4_rename,0
B_no_audit,100KB,102400,1,t4_t5_audit,600
B_no_audit,100KB,102400,1,t5_t6_return,200
B_no_audit,100KB,102400,1,t0_t6_total,2646900
B_no_audit,100KB,102400,2,t0_t1_validation,471500
B_no_audit,100KB,102400,2,t1_t2_encode,149800
B_no_audit,100KB,102400,2,t2_t3_write,2087700
B_no_audit,100KB,102400,2,t3_t4_rename,0
B_no_audit,100KB,102400,2,t4_t5_audit,600
B_no_audit,100KB,102400,2,t5_t6_return,300
B_no_audit,100KB,102400,2,t0_t6_total,2709900
B_no_audit,100KB,102400,3,t0_t1_validation,450800
B_no_audit,100KB,102400,3,t1_t2_encode,180300
B_no_audit,100KB,102400,3,t2_t3_write,2710800
B_no_audit,100KB,102400,3,t3_t4_rename,0
B_no_audit,100KB,102400,3,t4_t5_audit,600
B_no_audit,100KB,102400,3,t5_t6_return,200
B_no_audit,100KB,102400,3,t0_t6_total,3342700
B_no_audit,100KB,102400,4,t0_t1_validation,1019100
B_no_audit,100KB,102400,4,t1_t2_encode,194100
B_no_audit,100KB,102400,4,t2_t3_write,2586800
B_no_audit,100KB,102400,4,t3_t4_rename,0
B_no_audit,100KB,102400,4,t4_t5_audit,800
B_no_audit,100KB,102400,4,t5_t6_return,200
B_no_audit,100KB,102400,4,t0_t6_total,3801000
B_no_audit,100KB,102400,5,t0_t1_validation,487300
B_no_audit,100KB,102400,5,t1_t2_encode,133800
B_no_audit,100KB,102400,5,t2_t3_write,2178500
B_no_audit,100KB,102400,5,t3_t4_rename,0
B_no_audit,100KB,102400,5,t4_t5_audit,600
B_no_audit,100KB,102400,5,t5_t6_return,200
B_no_audit,100KB,102400,5,t0_t6_total,2800400
B_no_audit,100KB,102400,6,t0_t1_validation,465400
B_no_audit,100KB,102400,6,t1_t2_encode,131500
B_no_audit,100KB,102400,6,t2_t3_write,1978900
B_no_audit,100KB,102400,6,t3_t4_rename,0
B_no_audit,100KB,102400,6,t4_t5_audit,500
B_no_audit,100KB,102400,6,t5_t6_return,200
B_no_audit,100KB,102400,6,t0_t6_total,2576500
B_no_audit,100KB,102400,7,t0_t1_validation,372800
B_no_audit,100KB,102400,7,t1_t2_encode,135100
B_no_audit,100KB,102400,7,t2_t3_write,2096800
B_no_audit,100KB,102400,7,t3_t4_rename,0
B_no_audit,100KB,102400,7,t4_t5_audit,1100
B_no_audit,100KB,102400,7,t5_t6_return,300
B_no_audit,100KB,102400,7,t0_t6_total,2606100
B_no_audit,100KB,102400,8,t0_t1_validation,541100
B_no_audit,100KB,102400,8,t1_t2_encode,149800
B_no_audit,100KB,102400,8,t2_t3_write,2248200
B_no_audit,100KB,102400,8,t3_t4_rename,0
B_no_audit,100KB,102400,8,t4_t5_audit,800
B_no_audit,100KB,102400,8,t5_t6_return,200
B_no_audit,100KB,102400,8,t0_t6_total,2940100
B_no_audit,100KB,102400,9,t0_t1_validation,411200
B_no_audit,100KB,102400,9,t1_t2_encode,136300
B_no_audit,100KB,102400,9,t2_t3_write,2091100
B_no_audit,100KB,102400,9,t3_t4_rename,0
B_no_audit,100KB,102400,9,t4_t5_audit,700
B_no_audit,100KB,102400,9,t5_t6_return,200
B_no_audit,100KB,102400,9,t0_t6_total,2639500
B_no_audit,100KB,102400,10,t0_t1_validation,391200
B_no_audit,100KB,102400,10,t1_t2_encode,135800
B_no_audit,100KB,102400,10,t2_t3_write,2192200
B_no_audit,100KB,102400,10,t3_t4_rename,0
B_no_audit,100KB,102400,10,t4_t5_audit,600
B_no_audit,100KB,102400,10,t5_t6_return,200
B_no_audit,100KB,102400,10,t0_t6_total,2720000
B_no_audit,100KB,102400,11,t0_t1_validation,1228300
B_no_audit,100KB,102400,11,t1_t2_encode,139200
B_no_audit,100KB,102400,11,t2_t3_write,2342200
B_no_audit,100KB,102400,11,t3_t4_rename,0
B_no_audit,100KB,102400,11,t4_t5_audit,800
B_no_audit,100KB,102400,11,t5_t6_return,200
B_no_audit,100KB,102400,11,t0_t6_total,3710700
B_no_audit,100KB,102400,12,t0_t1_validation,427400
B_no_audit,100KB,102400,12,t1_t2_encode,141400
B_no_audit,100KB,102400,12,t2_t3_write,2263900
B_no_audit,100KB,102400,12,t3_t4_rename,0
B_no_audit,100KB,102400,12,t4_t5_audit,700
B_no_audit,100KB,102400,12,t5_t6_return,200
B_no_audit,100KB,102400,12,t0_t6_total,2833600
B_no_audit,100KB,102400,13,t0_t1_validation,471300
B_no_audit,100KB,102400,13,t1_t2_encode,119500
B_no_audit,100KB,102400,13,t2_t3_write,1876500
B_no_audit,100KB,102400,13,t3_t4_rename,0
B_no_audit,100KB,102400,13,t4_t5_audit,1600
B_no_audit,100KB,102400,13,t5_t6_return,700
B_no_audit,100KB,102400,13,t0_t6_total,2469600
B_no_audit,100KB,102400,14,t0_t1_validation,406500
B_no_audit,100KB,102400,14,t1_t2_encode,136200
B_no_audit,100KB,102400,14,t2_t3_write,4963000
B_no_audit,100KB,102400,14,t3_t4_rename,0
B_no_audit,100KB,102400,14,t4_t5_audit,1500
B_no_audit,100KB,102400,14,t5_t6_return,200
B_no_audit,100KB,102400,14,t0_t6_total,5507400
B_no_audit,100KB,102400,15,t0_t1_validation,3055400
B_no_audit,100KB,102400,15,t1_t2_encode,113000
B_no_audit,100KB,102400,15,t2_t3_write,2470500
B_no_audit,100KB,102400,15,t3_t4_rename,0
B_no_audit,100KB,102400,15,t4_t5_audit,800
B_no_audit,100KB,102400,15,t5_t6_return,200
B_no_audit,100KB,102400,15,t0_t6_total,5639900
B_no_audit,100KB,102400,16,t0_t1_validation,434600
B_no_audit,100KB,102400,16,t1_t2_encode,110700
B_no_audit,100KB,102400,16,t2_t3_write,2126700
B_no_audit,100KB,102400,16,t3_t4_rename,0
B_no_audit,100KB,102400,16,t4_t5_audit,500
B_no_audit,100KB,102400,16,t5_t6_return,200
B_no_audit,100KB,102400,16,t0_t6_total,2672700
B_no_audit,100KB,102400,17,t0_t1_validation,360000
B_no_audit,100KB,102400,17,t1_t2_encode,119700
B_no_audit,100KB,102400,17,t2_t3_write,1759500
B_no_audit,100KB,102400,17,t3_t4_rename,0
B_no_audit,100KB,102400,17,t4_t5_audit,500
B_no_audit,100KB,102400,17,t5_t6_return,200
B_no_audit,100KB,102400,17,t0_t6_total,2239900
B_no_audit,100KB,102400,18,t0_t1_validation,485300
B_no_audit,100KB,102400,18,t1_t2_encode,140800
B_no_audit,100KB,102400,18,t2_t3_write,2203800
B_no_audit,100KB,102400,18,t3_t4_rename,0
B_no_audit,100KB,102400,18,t4_t5_audit,700
B_no_audit,100KB,102400,18,t5_t6_return,300
B_no_audit,100KB,102400,18,t0_t6_total,2830900
B_no_audit,100KB,102400,19,t0_t1_validation,532500
B_no_audit,100KB,102400,19,t1_t2_encode,147500
B_no_audit,100KB,102400,19,t2_t3_write,2368900
B_no_audit,100KB,102400,19,t3_t4_rename,0
B_no_audit,100KB,102400,19,t4_t5_audit,500
B_no_audit,100KB,102400,19,t5_t6_return,200
B_no_audit,100KB,102400,19,t0_t6_total,3049600
B_no_audit,100KB,102400,20,t0_t1_validation,368800
B_no_audit,100KB,102400,20,t1_t2_encode,131100
B_no_audit,100KB,102400,20,t2_t3_write,1790100
B_no_audit,100KB,102400,20,t3_t4_rename,0
B_no_audit,100KB,102400,20,t4_t5_audit,500
B_no_audit,100KB,102400,20,t5_t6_return,200
B_no_audit,100KB,102400,20,t0_t6_total,2290700
B_no_audit,100KB,102400,21,t0_t1_validation,353800
B_no_audit,100KB,102400,21,t1_t2_encode,147100
B_no_audit,100KB,102400,21,t2_t3_write,1746500
B_no_audit,100KB,102400,21,t3_t4_rename,0
