variant,size_label,size_bytes,iteration,phase,duration_ns
C_raw,1KB,1024,16,t4_t5_audit,0
C_raw,1KB,1024,16,t5_t6_return,0
C_raw,1KB,1024,16,t0_t6_total,1090100
C_raw,1KB,1024,17,t0_t1_validation,487200
C_raw,1KB,1024,17,t1_t2_encode,49700
C_raw,1KB,1024,17,t2_t3_write,503700
C_raw,1KB,1024,17,t3_t4_rename,0
C_raw,1KB,1024,17,t4_t5_audit,0
C_raw,1KB,1024,17,t5_t6_return,0
C_raw,1KB,1024,17,t0_t6_total,1040600
C_raw,1KB,1024,18,t0_t1_validation,351000
C_raw,1KB,1024,18,t1_t2_encode,3700
C_raw,1KB,1024,18,t2_t3_write,537500
C_raw,1KB,1024,18,t3_t4_rename,0
C_raw,1KB,1024,18,t4_t5_audit,0
C_raw,1KB,1024,18,t5_t6_return,0
C_raw,1KB,1024,18,t0_t6_total,892200
C_raw,1KB,1024,19,t0_t1_validation,422800
C_raw,1KB,1024,19,t1_t2_encode,4500
C_raw,1KB,1024,19,t2_t3_write,865400
C_raw,1KB,1024,19,t3_t4_rename,0
C_raw,1KB,1024,19,t4_t5_audit,0
C_raw,1KB,1024,19,t5_t6_return,0
C_raw,1KB,1024,19,t0_t6_total,1292700
C_raw,1KB,1024,20,t0_t1_validation,354100
C_raw,1KB,1024,20,t1_t2_encode,3800
C_raw,1KB,1024,20,t2_t3_write,501300
C_raw,1KB,1024,20,t3_t4_rename,0
C_raw,1KB,1024,20,t4_t5_audit,0
C_raw,1KB,1024,20,t5_t6_return,0
C_raw,1KB,1024,20,t0_t6_total,859200
C_raw,1KB,1024,21,t0_t1_validation,397600
C_raw,1KB,1024,21,t1_t2_encode,4300
C_raw,1KB,1024,21,t2_t3_write,516800
C_raw,1KB,1024,21,t3_t4_rename,0
C_raw,1KB,1024,21,t4_t5_audit,0
C_raw,1KB,1024,21,t5_t6_return,0
C_raw,1KB,1024,21,t0_t6_total,918700
C_raw,1KB,1024,22,t0_t1_validation,363200
C_raw,1KB,1024,22,t1_t2_encode,4700
C_raw,1KB,1024,22,t2_t3_write,542800
C_raw,1KB,1024,22,t3_t4_rename,0
C_raw,1KB,1024,22,t4_t5_audit,0
C_raw,1KB,1024,22,t5_t6_return,0
C_raw,1KB,1024,22,t0_t6_total,910700
C_raw,1KB,1024,23,t0_t1_validation,424400
C_raw,1KB,1024,23,t1_t2_encode,18400
C_raw,1KB,1024,23,t2_t3_write,769200
C_raw,1KB,1024,23,t3_t4_rename,0
C_raw,1KB,1024,23,t4_t5_audit,0
C_raw,1KB,1024,23,t5_t6_return,0
C_raw,1KB,1024,23,t0_t6_total,1212000
C_raw,1KB,1024,24,t0_t1_validation,406000
C_raw,1KB,1024,24,t1_t2_encode,5200
C_raw,1KB,1024,24,t2_t3_write,604800
C_raw,1KB,1024,24,t3_t4_rename,0
C_raw,1KB,1024,24,t4_t5_audit,0
C_raw,1KB,1024,24,t5_t6_return,0
C_raw,1KB,1024,24,t0_t6_total,1016000
C_raw,1KB,1024,25,t0_t1_validation,1089800
C_raw,1KB,1024,25,t1_t2_encode,8400
C_raw,1KB,1024,25,t2_t3_write,699700
C_raw,1KB,1024,25,t3_t4_rename,0
C_raw,1KB,1024,25,t4_t5_audit,0
C_raw,1KB,1024,25,t5_t6_return,0
C_raw,1KB,1024,25,t0_t6_total,1797900
C_raw,1KB,1024,26,t0_t1_validation,522400
C_raw,1KB,1024,26,t1_t2_encode,5300
C_raw,1KB,1024,26,t2_t3_write,640100
C_raw,1KB,1024,26,t3_t4_rename,0
C_raw,1KB,1024,26,t4_t5_audit,0
C_raw,1KB,1024,26,t5_t6_return,0
C_raw,1KB,1024,26,t0_t6_total,1167800
C_raw,1KB,1024,27,t0_t1_validation,397100
C_raw,1KB,1024,27,t1_t2_encode,5300
C_raw,1KB,1024,27,t2_t3_write,751600
C_raw,1KB,1024,27,t3_t4_rename,0
C_raw,1KB,1024,27,t4_t5_audit,0
C_raw,1KB,1024,27,t5_t6_return,0
C_raw,1KB,1024,27,t0_t6_total,1154000
C_raw,1KB,1024,28,t0_t1_validation,354100
C_raw,1KB,1024,28,t1_t2_encode,6500
C_raw,1KB,1024,28,t2_t3_write,544500
C_raw,1KB,1024,28,t3_t4_rename,0
C_raw,1KB,1024,28,t4_t5_audit,0
C_raw,1KB,1024,28,t5_t6_return,0
C_raw,1KB,1024,28,t0_t6_total,905100
C_raw,1KB,1024,29,t0_t1_validation,411500
C_raw,1KB,1024,29,t1_t2_encode,12900
C_raw,1KB,1024,29,t2_t3_write,670900
C_raw,1KB,1024,29,t3_t4_rename,0
C_raw,1KB,1024,29,t4_t5_audit,0
C_raw,1KB,1024,29,t5_t6_return,0
C_raw,1KB,1024,29,t0_t6_total,1095300
A_full,10KB,10240,0,t0_t1_validation,483000
A_full,10KB,10240,0,t1_t2_encode,25900
A_full,10KB,10240,0,t2_t3_write,1929400
A_full,10KB,10240,0,t3_t4_rename,0
A_full,10KB,10240,0,t4_t5_audit,37800
A_full,10KB,10240,0,t5_t6_return,300
A_full,10KB,10240,0,t0_t6_total,2476400
A_full,10KB,10240,1,t0_t1_validation,534000
A_full,10KB,10240,1,t1_t2_encode,42600
A_full,10KB,10240,1,t2_t3_write,1895500
A_full,10KB,10240,1,t3_t4_rename,0
A_full,10KB,10240,1,t4_t5_audit,30100
A_full,10KB,10240,1,t5_t6_return,200
A_full,10KB,10240,1,t0_t6_total,2502400
A_full,10KB,10240,2,t0_t1_validation,441200
A_full,10KB,10240,2,t1_t2_encode,21900
A_full,10KB,10240,2,t2_t3_write,1590900
A_full,10KB,10240,2,t3_t4_rename,0
A_full,10KB,10240,2,t4_t5_audit,22200
A_full,10KB,10240,2,t5_t6_return,400
A_full,10KB,10240,2,t0_t6_total,2076600
A_full,10KB,10240,3,t0_t1_validation,355400
A_full,10KB,10240,3,t1_t2_encode,34500
A_full,10KB,10240,3,t2_t3_write,1969600
A_full,10KB,10240,3,t3_t4_rename,0
A_full,10KB,10240,3,t4_t5_audit,26200
A_full,10KB,10240,3,t5_t6_return,200
A_full,10KB,10240,3,t0_t6_total,2385900
A_full,10KB,10240,4,t0_t1_validation,395800
A_full,10KB,10240,4,t1_t2_encode,47000
A_full,10KB,10240,4,t2_t3_write,1970500
A_full,10KB,10240,4,t3_t4_rename,0
A_full,10KB,10240,4,t4_t5_audit,19900
A_full,10KB,10240,4,t5_t6_return,200
A_full,10KB,10240,4,t0_t6_total,2433400
A_full,10KB,10240,5,t0_t1_validation,365700
A_full,10KB,10240,5,t1_t2_encode,20700
A_full,10KB,10240,5,t2_t3_write,2252200
A_full,10KB,10240,5,t3_t4_rename,0
A_full,10KB,10240,5,t4_t5_audit,24300
A_full,10KB,10240,5,t5_t6_return,100
A_full,10KB,10240,5,t0_t6_total,2663000
A_full,10KB,10240,6,t0_t1_validation,422100
A_full,10KB,10240,6,t1_t2_encode,25800
A_full,10KB,10240,6,t2_t3_write,1696700
A_full,10KB,10240,6,t3_t4_rename,0
A_full,10KB,10240,6,t4_t5_audit,15800
A_full,10KB,10240,6,t5_t6_return,200
A_full,10KB,10240,6,t0_t6_total,2160600
A_full,10KB,10240,7,t0_t1_validation,346700
A_full,10KB,10240,7,t1_t2_encode,33200
A_full,10KB,10240,7,t2_t3_write,2534200
A_full,10KB,10240,7,t3_t4_rename,0
A_full,10KB,10240,7,t4_t5_audit,36600
A_full,10KB,10240,7,t5_t6_return,200
A_full,10KB,10240,7,t0_t6_total,2950900
A_full,10KB,10240,8,t0_t1_validation,477000
A_full,10KB,10240,8,t1_t2_encode,25300
A_full,10KB,10240,8,t2_t3_write,2012400
A_full,10KB,10240,8,t3_t4_rename,0
A_full,10KB,10240,8,t4_t5_audit,32600
A_full,10KB,10240,8,t5_t6_return,300
A_full,10KB,10240,8,t0_t6_total,2547600
A_full,10KB,10240,9,t0_t1_validation,832000
A_full,10KB,10240,9,t1_t2_encode,22800
A_full,10KB,10240,9,t2_t3_write,2130300
A_full,10KB,10240,9,t3_t4_rename,0
A_full,10KB,10240,9,t4_t5_audit,37200
A_full,10KB,10240,9,t5_t6_return,200
A_full,10KB,10240,9,t0_t6_total,3022500
A_full,10KB,10240,10,t0_t1_validation,473800
A_full,10KB,10240,10,t1_t2_encode,26600
A_full,10KB,10240,10,t2_t3_write,1852000
A_full,10KB,10240,10,t3_t4_rename,0
A_full,10KB,10240,10,t4_t5_audit,36100
A_full,10KB,10240,10,t5_t6_return,300
A_full,10KB,10240,10,t0_t6_total,2388800
A_full,10KB,10240,11,t0_t1_validation,350200
A_full,10KB,10240,11,t1_t2_encode,24100
A_full,10KB,10240,11,t2_t3_write,2244800
A_full,10KB,10240,11,t3_t4_rename,0
A_full,10KB,10240,11,t4_t5_audit,37200
A_full,10KB,10240,11,t5_t6_return,200
A_full,10KB,10240,11,t0_t6_total,2656500
A_full,10KB,10240,12,t0_t1_validation,486500
A_full,10KB,10240,12,t1_t2_encode,32900
A_full,10KB,10240,12,t2_t3_write,2259900
A_full,10KB,10240,12,t3_t4_rename,0
A_full,10KB,10240,12,t4_t5_audit,23900
A_full,10KB,10240,12,t5_t6_return,200
A_full,10KB,10240,12,t0_t6_total,2803400
A_full,10KB,10240,13,t0_t1_validation,453600
A_full,10KB,10240,13,t1_t2_encode,36000
A_full,10KB,10240,13,t2_t3_write,1819600
A_full,10KB,10240,13,t3_t4_rename,0
A_full,10KB,10240,13,t4_t5_audit,30800
A_full,10KB,10240,13,t5_t6_return,200
A_full,10KB,10240,13,t0_t6_total,2340200
A_full,10KB,10240,14,t0_t1_validation,365300
A_full,10KB,10240,14,t1_t2_encode,26700
A_full,10KB,10240,14,t2_t3_write,1741500
A_full,10KB,10240,14,t3_t4_rename,0
A_full,10KB,10240,14,t4_t5_audit,26900
A_full,10KB,10240,14,t5_t6_return,300
A_full,10KB,10240,14,t0_t6_total,2160700
A_full,10KB,10240,15,t0_t1_validation,402000
A_full,10KB,10240,15,t1_t2_encode,24600
A_full,10KB,10240,15,t2_t3_write,1987100
A_full,10KB,10240,15,t3_t4_rename,0
A_full,10KB,10240,15,t4_t5_audit,27800
A_full,10KB,10240,15,t5_t6_return,300
A_full,10KB,10240,15,t0_t6_total,2441800
A_full,10KB,10240,16,t0_t1_validation,408400
A_full,10KB,10240,16,t1_t2_encode,18700
A_full,10KB,10240,16,t2_t3_write,2251400
A_full,10KB,10240,16,t3_t4_rename,0
A_full,10KB,10240,16,t4_t5_audit,27300
A_full,10KB,10240,16,t5_t6_return,300
A_full,10KB,10240,16,t0_t6_total,2706100
A_full,10KB,10240,17,t0_t1_validation,419000
A_full,10KB,10240,17,t1_t2_encode,26000
A_full,10KB,10240,17,t2_t3_write,1970800
A_full,10KB,10240,17,t3_t4_rename,0
A_full,10KB,10240,17,t4_t5_audit,32600
A_full,10KB,10240,17,t5_t6_return,300
A_full,10KB,10240,17,t0_t6_total,2448700
A_full,10KB,10240,18,t0_t1_validation,480100
A_full,10KB,10240,18,t1_t2_encode,21000
A_full,10KB,10240,18,t2_t3_write,1920500
A_full,10KB,10240,18,t3_t4_rename,0
A_full,10KB,10240,18,t4_t5_audit,35800
A_full,10KB,10240,18,t5_t6_return,200
A_full,10KB,10240,18,t0_t6_total,2457600
A_full,10KB,10240,19,t0_t1_validation,481700
A_full,10KB,10240,19,t1_t2_encode,30300
A_full,10KB,10240,19,t2_t3_write,2155700
A_full,10KB,10240,19,t3_t4_rename,0
A_full,10KB,10240,19,t4_t5_audit,38300
A_full,10KB,10240,19,t5_t6_return,200
A_full,10KB,10240,19,t0_t6_total,2706200
A_full,10KB,10240,20,t0_t1_validation,498000
A_full,10KB,10240,20,t1_t2_encode,29200
A_full,10KB,10240,20,t2_t3_write,1893300
A_full,10KB,10240,20,t3_t4_rename,0
A_full,10KB,10240,20,t4_t5_audit,42600
A_full,10KB,10240,20,t5_t6_return,200
A_full,10KB,10240,20,t0_t6_total,2463300
A_full,10KB,10240,21,t0_t1_validation,443400
A_full,10KB,10240,21,t1_t2_encode,23400
A_full,10KB,10240,21,t2_t3_write,1980800
A_full,10KB,10240,21,t3_t4_rename,0
A_full,10KB,10240,21,t4_t5_audit,26100
A_full,10KB,10240,21,t5_t6_return,200
A_full,10KB,10240,21,t0_t6_total,2473900
A_full,10KB,10240,22,t0_t1_validation,430500
A_full,10KB,10240,22,t1_t2_encode,35600
A_full,10KB,10240,22,t2_t3_write,2146700
A_full,10KB,10240,22,t3_t4_rename,0
A_full,10KB,10240,22,t4_t5_audit,25800
A_full,10KB,10240,22,t5_t6_return,200
A_full,10KB,10240,22,t0_t6_total,2638800
A_full,10KB,10240,23,t0_t1_validation,431500
A_full,10KB,10240,23,t1_t2_encode,18500
A_full,10KB,10240,23,t2_t3_write,1977500
A_full,10KB,10240,23,t3_t4_rename,0
A_full,10KB,10240,23,t4_t5_audit,24800
A_full,10KB,10240,23,t5_t6_return,300
A_full,10KB,10240,23,t0_t6_total,2452600
A_full,10KB,10240,24,t0_t1_validation,449500
A_full,10KB,10240,24,t1_t2_encode,31100
A_full,10KB,10240,24,t2_t3_write,3444800
A_full,10KB,10240,24,t3_t4_rename,0
A_full,10KB,10240,24,t4_t5_audit,47800
A_full,10KB,10240,24,t5_t6_return,300
A_full,10KB,10240,24,t0_t6_total,3973500
A_full,10KB,10240,25,t0_t1_validation,398400
A_full,10KB,10240,25,t1_t2_encode,37000
A_full,10KB,10240,25,t2_t3_write,1587600
A_full,10KB,10240,25,t3_t4_rename,0
A_full,10KB,10240,25,t4_t5_audit,23400
A_full,10KB,10240,25,t5_t6_return,300
A_full,10KB,10240,25,t0_t6_total,2046700
A_full,10KB,10240,26,t0_t1_validation,406100
A_full,10KB,10240,26,t1_t2_encode,51500
A_full,10KB,10240,26,t2_t3_write,2004500
A_full,10KB,10240,26,t3_t4_rename,0
A_full,10KB,10240,26,t4_t5_audit,29800
A_full,10KB,10240,26,t5_t6_return,200
A_full,10KB,10240,26,t0_t6_total,2492100
A_full,10KB,10240,27,t0_t1_validation,586900
A_full,10KB,10240,27,t1_t2_encode,26300
A_full,10KB,10240,27,t2_t3_write,2487700
A_full,10KB,10240,27,t3_t4_rename,0
A_full,10KB,10240,27,t4_t5_audit,59900
A_full,10KB,10240,27,t5_t6_return,300
A_full,10KB,10240,27,t0_t6_total,3161100
A_full,10KB,10240,28,t0_t1_validation,1096700
A_full,10KB,10240,28,t1_t2_encode,51200
A_full,10KB,10240,28,t2_t3_write,2508200
A_full,10KB,10240,28,t3_t4_rename,0
A_full,10KB,10240,28,t4_t5_audit,41400
A_full,10KB,10240,28,t5_t6_return,400
A_full,10KB,10240,28,t0_t6_total,3697900
A_full,10KB,10240,29,t0_t1_validation,511100
A_full,10KB,10240,29,t1_t2_encode,26400
A_full,10KB,10240,29,t2_t3_write,2011200
A_full,10KB,10240,29,t3_t4_rename,0
A_full,10KB,10240,29,t4_t5_audit,31400
A_full,10KB,10240,29,t5_t6_return,100
A_full,10KB,10240,29,t0_t6_total,2580200
B_no_audit,10KB,10240,0,t0_t1_validation,586200
B_no_audit,10KB,10240,0,t1_t2_encode,87000
B_no_audit,10KB,10240,0,t2_t3_write,2760400
B_no_audit,10KB,10240,0,t3_t4_rename,0
B_no_audit,10KB,10240,0,t4_t5_audit,600
B_no_audit,10KB,10240,0,t5_t6_return,200
B_no_audit,10KB,10240,0,t0_t6_total,3434400
B_no_audit,10KB,10240,1,t0_t1_validation,435200
B_no_audit,10KB,10240,1,t1_t2_encode,26200
B_no_audit,10KB,10240,1,t2_t3_write,1990000
B_no_audit,10KB,10240,1,t3_t4_rename,0
B_no_audit,10KB,10240,1,t4_t5_audit,600
B_no_audit,10KB,10240,1,t5_t6_return,200
B_no_audit,10KB,10240,1,t0_t6_total,2452200
B_no_audit,10KB,10240,2,t0_t1_validation,505400
B_no_audit,10KB,10240,2,t1_t2_encode,30800
B_no_audit,10KB,10240,2,t2_t3_write,1967400
B_no_audit,10KB,10240,2,t3_t4_rename,0
B_no_audit,10KB,10240,2,t4_t5_audit,600
B_no_audit,10KB,10240,2,t5_t6_return,200
B_no_audit,10KB,10240,2,t0_t6_total,2504400
B_no_audit,10KB,10240,3,t0_t1_validation,428100
B_no_audit,10KB,10240,3,t1_t2_encode,26500
B_no_audit,10KB,10240,3,t2_t3_write,2840300
B_no_audit,10KB,10240,3,t3_t4_rename,0
B_no_audit,10KB,10240,3,t4_t5_audit,800
B_no_audit,10KB,10240,3,t5_t6_return,200
B_no_audit,10KB,10240,3,t0_t6_total,3295900
B_no_audit,10KB,10240,4,t0_t1_validation,460600
B_no_audit,10KB,10240,4,t1_t2_encode,23000
B_no_audit,10KB,10240,4,t2_t3_write,2450300
B_no_audit,10KB,10240,4,t3_t4_rename,0
B_no_audit,10KB,10240,4,t4_t5_audit,900
B_no_audit,10KB,10240,4,t5_t6_return,100
B_no_audit,10KB,10240,4,t0_t6_total,2934900
B_no_audit,10KB,10240,5,t0_t1_validation,868700
B_no_audit,10KB,10240,5,t1_t2_encode,28600
B_no_audit,10KB,10240,5,t2_t3_write,2158300
B_no_audit,10KB,10240,5,t3_t4_rename,0
B_no_audit,10KB,10240,5,t4_t5_audit,500
B_no_audit,10KB,10240,5,t5_t6_return,200
B_no_audit,10KB,10240,5,t0_t6_total,3056300
B_no_audit,10KB,10240,6,t0_t1_validation,444900
B_no_audit,10KB,10240,6,t1_t2_encode,23800
B_no_audit,10KB,10240,6,t2_t3_write,2265000
B_no_audit,10KB,10240,6,t3_t4_rename,0
B_no_audit,10KB,10240,6,t4_t5_audit,500
B_no_audit,10KB,10240,6,t5_t6_return,200
B_no_audit,10KB,10240,6,t0_t6_total,2734400
B_no_audit,10KB,10240,7,t0_t1_validation,471600
B_no_audit,10KB,10240,7,t1_t2_encode,23200
B_no_audit,10KB,10240,7,t2_t3_write,1975000
B_no_audit,10KB,10240,7,t3_t4_rename,0
B_no_audit,10KB,10240,7,t4_t5_audit,400
B_no_audit,10KB,10240,7,t5_t6_return,300
B_no_audit,10KB,10240,7,t0_t6_total,2470500
B_no_audit,10KB,10240,8,t0_t1_validation,358600
B_no_audit,10KB,10240,8,t1_t2_encode,24300
B_no_audit,10KB,10240,8,t2_t3_write,2158200
B_no_audit,10KB,10240,8,t3_t4_rename,0
B_no_audit,10KB,10240,8,t4_t5_audit,500
B_no_audit,10KB,10240,8,t5_t6_return,200
B_no_audit,10KB,10240,8,t0_t6_total,2541800
B_no_audit,10KB,10240,9,t0_t1_validation,438700
B_no_audit,10KB,10240,9,t1_t2_encode,26500
B_no_audit,10KB,10240,9,t2_t3_write,2212700
B_no_audit,10KB,10240,9,t3_t4_rename,0
B_no_audit,10KB,10240,9,t4_t5_audit,600
B_no_audit,10KB,10240,9,t5_t6_return,100
B_no_audit,10KB,10240,9,t0_t6_total,2678600
B_no_audit,10KB,10240,10,t0_t1_validation,454000
B_no_audit,10KB,10240,10,t1_t2_encode,24500
B_no_audit,10KB,10240,10,t2_t3_write,1467200
B_no_audit,10KB,10240,10,t3_t4_rename,0
B_no_audit,10KB,10240,10,t4_t5_audit,500
B_no_audit,10KB,10240,10,t5_t6_return,200
B_no_audit,10KB,10240,10,t0_t6_total,1946400
B_no_audit,10KB,10240,11,t0_t1_validation,414200
B_no_audit,10KB,10240,11,t1_t2_encode,27800
B_no_audit,10KB,10240,11,t2_t3_write,1602100
B_no_audit,10KB,10240,11,t3_t4_rename,0
B_no_audit,10KB,10240,11,t4_t5_audit,500
B_no_audit,10KB,10240,11,t5_t6_return,200
B_no_audit,10KB,10240,11,t0_t6_total,2044800
B_no_audit,10KB,10240,12,t0_t1_validation,317900
B_no_audit,10KB,10240,12,t1_t2_encode,29900
B_no_audit,10KB,10240,12,t2_t3_write,1858000
B_no_audit,10KB,10240,12,t3_t4_rename,0
B_no_audit,10KB,10240,12,t4_t5_audit,700
B_no_audit,10KB,10240,12,t5_t6_return,200
B_no_audit,10KB,10240,12,t0_t6_total,2206700
B_no_audit,10KB,10240,13,t0_t1_validation,450000
B_no_audit,10KB,10240,13,t1_t2_encode,23700
B_no_audit,10KB,10240,13,t2_t3_write,1904400
B_no_audit,10KB,10240,13,t3_t4_rename,0
B_no_audit,10KB,10240,13,t4_t5_audit,300
B_no_audit,10KB,10240,13,t5_t6_return,600
B_no_audit,10KB,10240,13,t0_t6_total,2379000
B_no_audit,10KB,10240,14,t0_t1_validation,319700
B_no_audit,10KB,10240,14,t1_t2_encode,34700
B_no_audit,10KB,10240,14,t2_t3_write,1692400
B_no_audit,10KB,10240,14,t3_t4_rename,0
B_no_audit,10KB,10240,14,t4_t5_audit,400
B_no_audit,10KB,10240,14,t5_t6_return,200
B_no_audit,10KB,10240,14,t0_t6_total,2047400
B_no_audit,10KB,10240,15,t0_t1_validation,419400
B_no_audit,10KB,10240,15,t1_t2_encode,31200
B_no_audit,10KB,10240,15,t2_t3_write,1511800
B_no_audit,10KB,10240,15,t3_t4_rename,0
B_no_audit,10KB,10240,15,t4_t5_audit,700
B_no_audit,10KB,10240,15,t5_t6_return,200
B_no_audit,10KB,10240,15,t0_t6_total,1963300
B_no_audit,10KB,10240,16,t0_t1_validation,305600
B_no_audit,10KB,10240,16,t1_t2_encode,16400
B_no_audit,10KB,10240,16,t2_t3_write,2062100
B_no_audit,10KB,10240,16,t3_t4_rename,0
B_no_audit,10KB,10240,16,t4_t5_audit,600
B_no_audit,10KB,10240,16,t5_t6_return,200
B_no_audit,10KB,10240,16,t0_t6_total,2384900
B_no_audit,10KB,10240,17,t0_t1_validation,380000
B_no_audit,10KB,10240,17,t1_t2_encode,17300
B_no_audit,10KB,10240,17,t2_t3_write,2708500
B_no_audit,10KB,10240,17,t3_t4_rename,0
B_no_audit,10KB,10240,17,t4_t5_audit,600
B_no_audit,10KB,10240,17,t5_t6_return,100
B_no_audit,10KB,10240,17,t0_t6_total,3106500
B_no_audit,10KB,10240,18,t0_t1_validation,499400
B_no_audit,10KB,10240,18,t1_t2_encode,29800
B_no_audit,10KB,10240,18,t2_t3_write,1979700
B_no_audit,10KB,10240,18,t3_t4_rename,0
B_no_audit,10KB,10240,18,t4_t5_audit,700
B_no_audit,10KB,10240,18,t5_t6_return,400
B_no_audit,10KB,10240,18,t0_t6_total,2510000
B_no_audit,10KB,10240,19,t0_t1_validation,534400
B_no_audit,10KB,10240,19,t1_t2_encode,18100
B_no_audit,10KB,10240,19,t2_t3_write,1978500
B_no_audit,10KB,10240,19,t3_t4_rename,0
B_no_audit,10KB,10240,19,t4_t5_audit,600
B_no_audit,10KB,10240,19,t5_t6_return,200
B_no_audit,10KB,10240,19,t0_t6_total,2531800
B_no_audit,10KB,10240,20,t0_t1_validation,497500
B_no_audit,10KB,10240,20,t1_t2_encode,23600
B_no_audit,10KB,10240,20,t2_t3_write,2157100
B_no_audit,10KB,10240,20,t3_t4_rename,0
B_no_audit,10KB,10240,20,t4_t5_audit,700
B_no_audit,10KB,10240,20,t5_t6_return,200
B_no_audit,10KB,10240,20,t0_t6_total,2679100
B_no_audit,10KB,10240,21,t0_t1_validation,408800
B_no_audit,10KB,10240,21,t1_t2_encode,19800
B_no_audit,10KB,10240,21,t2_t3_write,2076100
B_no_audit,10KB,10240,21,t3_t4_rename,0
B_no_audit,10KB,10240,21,t4_t5_audit,600
B_no_audit,10KB,10240,21,t5_t6_return,200
B_no_audit,10KB,10240,21,t0_t6_total,2505500
B_no_audit,10KB,10240,22,t0_t1_validation,426600
B_no_audit,10KB,10240,22,t1_t2_encode,26200
B_no_audit,10KB,10240,22,t2_t3_write,2102900
B_no_audit,10KB,10240,22,t3_t4_rename,0
B_no_audit,10KB,10240,22,t4_t5_audit,600
B_no_audit,10KB,10240,22,t5_t6_return,300
B_no_audit,10KB,10240,22,t0_t6_total,2556600
B_no_audit,10KB,10240,23,t0_t1_validation,443400
B_no_audit,10KB,10240,23,t1_t2_encode,25700
B_no_audit,10KB,10240,23,t2_t3_write,1871200
B_no_audit,10KB,10240,23,t3_t4_rename,0
B_no_audit,10KB,10240,23,t4_t5_audit,700
B_no_audit,10KB,10240,23,t5_t6_return,200
B_no_audit,10KB,10240,23,t0_t6_total,2341200
B_no_audit,10KB,10240,24,t0_t1_validation,405400
B_no_audit,10KB,10240,24,t1_t2_encode,24900
B_no_audit,10KB,10240,24,t2_t3_write,2062100
B_no_audit,10KB,10240,24,t3_t4_rename,0
B_no_audit,10KB,10240,24,t4_t5_audit,400
B_no_audit,10KB,10240,24,t5_t6_return,200
B_no_audit,10KB,10240,24,t0_t6_total,2493000
B_no_audit,10KB,10240,25,t0_t1_validation,454500
B_no_audit,10KB,10240,25,t1_t2_encode,25100
B_no_audit,10KB,10240,25,t2_t3_write,2104900
B_no_audit,10KB,10240,25,t3_t4_rename,0
B_no_audit,10KB,10240,25,t4_t5_audit,700
B_no_audit,10KB,10240,25,t5_t6_return,200
B_no_audit,10KB,10240,25,t0_t6_total,2585400
B_no_audit,10KB,10240,26,t0_t1_validation,467600
B_no_audit,10KB,10240,26,t1_t2_encode,20600
B_no_audit,10KB,10240,26,t2_t3_write,1826200
B_no_audit,10KB,10240,26,t3_t4_rename,0
B_no_audit,10KB,10240,26,t4_t5_audit,500
B_no_audit,10KB,10240,26,t5_t6_return,100
B_no_audit,10KB,10240,26,t0_t6_total,2315000
B_no_audit,10KB,10240,27,t0_t1_validation,474200
B_no_audit,10KB,10240,27,t1_t2_encode,20800
B_no_audit,10KB,10240,27,t2_t3_write,2213600
B_no_audit,10KB,10240,27,t3_t4_rename,0
B_no_audit,10KB,10240,27,t4_t5_audit,800
B_no_audit,10KB,10240,27,t5_t6_return,200
B_no_audit,10KB,10240,27,t0_t6_total,2709600
B_no_audit,10KB,10240,28,t0_t1_validation,420800
B_no_audit,10KB,10240,28,t1_t2_encode,32200
B_no_audit,10KB,10240,28,t2_t3_write,2461800
B_no_audit,10KB,10240,28,t3_t4_rename,0
B_no_audit,10KB,10240,28,t4_t5_audit,500
B_no_audit,10KB,10240,28,t5_t6_return,300
B_no_audit,10KB,10240,28,t0_t6_total,2915600
B_no_audit,10KB,10240,29,t0_t1_validation,496500
B_no_audit,10KB,10240,29,t1_t2_encode,24300
B_no_audit,10KB,10240,29,t2_t3_write,1964800
B_no_audit,10KB,10240,29,t3_t4_rename,0
B_no_audit,10KB,10240,29,t4_t5_audit,1800
B_no_audit,10KB,10240,29,t5_t6_return,200
B_no_audit,10KB,10240,29,t0_t6_total,2487600
C_raw,10KB,10240,0,t0_t1_validation,548100
C_raw,10KB,10240,0,t1_t2_encode,24900
C_raw,10KB,10240,0,t2_t3_write,623200
C_raw,10KB,10240,0,t3_t4_rename,0
C_raw,10KB,10240,0,t4_t5_audit,0
C_raw,10KB,10240,0,t5_t6_return,0
C_raw,10KB,10240,0,t0_t6_total,1196200
C_raw,10KB,10240,1,t0_t1_validation,312800
C_raw,10KB,10240,1,t1_t2_encode,16500
C_raw,10KB,10240,1,t2_t3_write,1007600
C_raw,10KB,10240,1,t3_t4_rename,0
C_raw,10KB,10240,1,t4_t5_audit,0
C_raw,10KB,10240,1,t5_t6_return,0
C_raw,10KB,10240,1,t0_t6_total,1336900
C_raw,10KB,10240,2,t0_t1_validation,453600
C_raw,10KB,10240,2,t1_t2_encode,19900
C_raw,10KB,10240,2,t2_t3_write,635700
C_raw,10KB,10240,2,t3_t4_rename,0
C_raw,10KB,10240,2,t4_t5_audit,0
C_raw,10KB,10240,2,t5_t6_return,0
C_raw,10KB,10240,2,t0_t6_total,1109200
C_raw,10KB,10240,3,t0_t1_validation,413300
C_raw,10KB,10240,3,t1_t2_encode,14100
C_raw,10KB,10240,3,t2_t3_write,691200
C_raw,10KB,10240,3,t3_t4_rename,0
C_raw,10KB,10240,3,t4_t5_audit,0
